,epoch,reconstruction_err,DA_MAE,DA_ratio_improve_MAE,time_DA(s),time_epoch(s)
123,123,266.5564727783203,NO_CALC,NO_CALC,NO_CALC,2.7526466846466064
124,124,263.7053642272949,NO_CALC,NO_CALC,NO_CALC,2.6755833625793457
125,125,248.9431915283203,NO_CALC,NO_CALC,NO_CALC,2.7578625679016113
126,126,245.0424919128418,NO_CALC,NO_CALC,NO_CALC,2.703834295272827
127,127,237.36933517456055,NO_CALC,NO_CALC,NO_CALC,2.7668092250823975
128,128,231.19866943359375,NO_CALC,NO_CALC,NO_CALC,2.64846134185791
129,129,225.04330825805664,NO_CALC,NO_CALC,NO_CALC,2.8171980381011963
130,130,219.42441177368164,NO_CALC,NO_CALC,NO_CALC,2.824474811553955
131,131,216.77124786376953,NO_CALC,NO_CALC,NO_CALC,2.61038875579834
132,132,212.39849853515625,NO_CALC,NO_CALC,NO_CALC,2.646897315979004
133,133,210.97883987426758,NO_CALC,NO_CALC,NO_CALC,2.643219232559204
134,134,213.94994354248047,NO_CALC,NO_CALC,NO_CALC,2.741298198699951
135,135,218.0717315673828,NO_CALC,NO_CALC,NO_CALC,2.7502639293670654
136,136,214.54937744140625,NO_CALC,NO_CALC,NO_CALC,2.8043954372406006
137,137,204.3459701538086,NO_CALC,NO_CALC,NO_CALC,2.798633575439453
138,138,205.4568328857422,NO_CALC,NO_CALC,NO_CALC,2.7520298957824707
139,139,198.30193710327148,NO_CALC,NO_CALC,NO_CALC,2.8428282737731934
140,140,195.3809356689453,NO_CALC,NO_CALC,NO_CALC,2.631897211074829
141,141,191.86057662963867,NO_CALC,NO_CALC,NO_CALC,2.5729031562805176
142,142,190.22077178955078,NO_CALC,NO_CALC,NO_CALC,2.6194515228271484
143,143,188.34324264526367,NO_CALC,NO_CALC,NO_CALC,2.737557888031006
144,144,187.21823501586914,NO_CALC,NO_CALC,NO_CALC,2.615562915802002
145,145,179.33943557739258,NO_CALC,NO_CALC,NO_CALC,2.6219382286071777
146,146,173.5728302001953,NO_CALC,NO_CALC,NO_CALC,2.814582586288452
147,147,170.5338897705078,NO_CALC,NO_CALC,NO_CALC,2.7045135498046875
148,148,166.91182708740234,NO_CALC,NO_CALC,NO_CALC,2.8364670276641846
149,149,163.61858749389648,NO_CALC,NO_CALC,NO_CALC,2.8038413524627686
