,L2_Loss,L1_Loss,ref_MAE_mean,da_MAE_mean,percent_improvement,mse_ref,mse_DA,mse_percent_points,mse_ref_points,mse_da_points,mse_percent_overlap,mse_ref_overlap,mse_da_overlap,time,real_time
0,5141.356946143034,5404.9959534261825,0.0350262096576103,0.022477503111468133,32.32250014178369,0.09487092593871352,0.06923437870291396,20.018896094373133,5.8540618251705225e-06,4.272144804573243e-06,19.237348894916025,0.08805913711528941,0.06351328479424918,6.378931339656081,5.829259569399825
