,L2_Loss,L1_Loss,percent_improvement,da_MAE_mean,mse_ref,mse_DA,time,mse_ref_points,mse_da_points,mse_ref_overlap,mse_da_overlap,mse_percent_points,mse_percent_overlap
0,38882.226462105726,7511.688508506133,18.263678216519025,0.006303488795820699,0.9462777234883618,0.7907625549393408,2.922811205142012,3.635055790904895e-05,3.037655788795868e-05,0.9468896595584912,0.7912816160614274,16.431713569768313,16.430887262075473
