,L2_Loss,L1_Loss,ref_MAE_mean,da_MAE_mean,percent_improvement,mse_ref,mse_DA,mse_percent_points,mse_ref_points,mse_da_points,mse_percent_overlap,mse_ref_overlap,mse_da_overlap,real_time,time
0,129.57420710513856,479.37954354509014,0.18900892920809353,0.012525067668511997,93.53554079784371,0.25048471623174734,0.024964932073806803,90.35951564351112,2.7965246871915533e-05,2.787197953980886e-06,84.81329027235385,0.24141345867251662,0.03914954410269048,0.0551509924024065,0.25416414314341323
