,L2_Loss,L1_Loss,ref_MAE_mean,da_MAE_mean,percent_improvement,mse_ref,mse_DA,mse_percent_points,mse_ref_points,mse_da_points,mse_percent_overlap,mse_ref_overlap,mse_da_overlap,real_time,time
0,20807.42100852895,7948.497365791107,0.007712359363601304,0.000809965981413503,89.50996015094256,0.9462777234883618,0.10805171673250943,88.59562846144786,3.635055790904895e-05,4.150726672269108e-06,88.64419825858506,0.9468896595584912,0.10765527013908262,0.04159909319654803,1.0746229452507519
