,L2_Loss,L1_Loss,ref_MAE_mean,da_MAE_mean,percent_improvement,mse_ref,mse_DA,mse_percent_points,mse_ref_points,mse_da_points,mse_percent_overlap,mse_ref_overlap,mse_da_overlap,real_time,time
0,20807.42100852895,7948.497365791107,0.001983267421961182,0.0007965770941402698,59.5641477321732,0.24850042489983146,0.10658860648645449,56.93262598200544,9.545959776422533e-06,4.094522375785745e-06,57.056752178622,0.2483014779608689,0.10618483483083971,0.0371520430128151,0.9336462243695125
