,L2_Loss,L1_Loss,ref_MAE_mean,da_MAE_mean,percent_improvement,mse_ref,mse_DA,mse_percent_points,mse_ref_points,mse_da_points,mse_percent_overlap,mse_ref_overlap,mse_da_overlap,real_time,time
0,129.57420710513856,479.37954354509014,0.06329672430649816,0.012266758918202798,75.50751590009462,0.09487085896587126,0.02452217699828939,66.60000261617576,1.0591811875167051e-05,2.737766774398727e-06,61.578133254796825,0.10729865468808474,0.037759623947743216,0.02336753863040532,0.15815875017754386
