,L2_Loss,L1_Loss,ref_MAE_mean,da_MAE_mean,percent_improvement,mse_ref,mse_DA,mse_percent_points,mse_ref_points,mse_da_points,mse_percent_overlap,mse_ref_overlap,mse_da_overlap,time,real_time
0,38970.264417987004,7309.045058776285,0.007712359363601304,0.006443961622136934,16.449718566509958,0.9462777234883618,0.8047064664233483,14.967695848911363,3.635055790904895e-05,3.0912202920380645e-05,14.966782701616804,0.9468896595584912,0.8052355036416283,1.3232525954736727,0.2334773429086275
