,L2_Loss,L1_Loss,ref_MAE_mean,da_MAE_mean,percent_improvement,mse_ref,mse_DA,mse_percent_points,mse_ref_points,mse_da_points,mse_percent_overlap,mse_ref_overlap,mse_da_overlap,time,real_time
0,30031.643117744232,6092.578152380257,0.001983267421961182,0.0008124014368830936,59.230791802153725,0.24850042489983146,0.11953718970289408,52.327181940704584,9.545959776422533e-06,4.5919326099759565e-06,52.43083531623934,0.2483014779608689,0.11916787986041907,6.707494044972357,5.615997138424454
