,epoch,reconstruction_err,DA_MAE,DA_ratio_improve_MAE,time_DA(s),time_epoch(s)
0,0,12701.0830078125,NO_CALC,NO_CALC,NO_CALC,2.31249737739563
1,1,8549.898681640625,NO_CALC,NO_CALC,NO_CALC,1.97593355178833
2,2,6998.65576171875,NO_CALC,NO_CALC,NO_CALC,1.9399504661560059
3,3,6267.871826171875,NO_CALC,NO_CALC,NO_CALC,1.969726800918579
4,4,5966.41015625,NO_CALC,NO_CALC,NO_CALC,1.9742753505706787
5,5,5635.68701171875,NO_CALC,NO_CALC,NO_CALC,1.9700300693511963
6,6,5357.7421875,NO_CALC,NO_CALC,NO_CALC,1.9895250797271729
7,7,5193.393310546875,NO_CALC,NO_CALC,NO_CALC,2.099644184112549
8,8,5052.1519775390625,NO_CALC,NO_CALC,NO_CALC,1.991443157196045
9,9,4960.6219482421875,NO_CALC,NO_CALC,NO_CALC,2.6176743507385254
10,10,4861.9951171875,NO_CALC,NO_CALC,NO_CALC,3.359351873397827
11,11,4742.03466796875,NO_CALC,NO_CALC,NO_CALC,3.429652214050293
12,12,4641.59619140625,NO_CALC,NO_CALC,NO_CALC,3.5840513706207275
13,13,4563.1439208984375,NO_CALC,NO_CALC,NO_CALC,3.587877035140991
14,14,4476.96630859375,NO_CALC,NO_CALC,NO_CALC,3.818568706512451
15,15,4389.723388671875,NO_CALC,NO_CALC,NO_CALC,3.9082932472229004
16,16,4320.400634765625,NO_CALC,NO_CALC,NO_CALC,3.348203659057617
17,17,4273.3857421875,NO_CALC,NO_CALC,NO_CALC,3.4720821380615234
18,18,4196.8782958984375,NO_CALC,NO_CALC,NO_CALC,3.920492649078369
19,19,4103.61083984375,NO_CALC,NO_CALC,NO_CALC,3.223142147064209
20,20,4031.3258056640625,NO_CALC,NO_CALC,NO_CALC,3.7531697750091553
21,21,3976.617431640625,NO_CALC,NO_CALC,NO_CALC,3.840142250061035
