,percent_improvement,ref_MAE_mean,da_MAE_mean,counts,mse_ref,mse_DA,mse_ref_points,mse_da_points,mse_ref_overlap,mse_da_overlap,mse_percent_points,mse_percent_overlap,time_overlap,time_saving_uc,time_saving_da,time_saving_u0,l1_loss,l2_loss,time,time_online
8,18.389154667685094,0.007532133684315126,0.00614703797132961,11246,0.9130524187174427,0.7870211392835923,3.507423243382924e-05,3.0232834176536275e-05,0.9135532242513213,0.7874784300983642,13.803290681917865,13.800487022119427,-0.002919435501098633,2.384185791015625e-07,2.384185791015625e-07,0.0,14585.546,351887.03,4.31453537940979,4.297930479049683
9,18.343367647131544,0.007530566329476033,0.006149206861749145,10984,0.911615569161325,0.7859276718776984,3.501903692230044e-05,3.019082943599026e-05,0.9121097682044532,0.7863803081166231,13.78737941029879,13.784465913059641,-0.0029871463775634766,2.384185791015625e-07,4.76837158203125e-07,0.0,15397.104,450411.12,4.2827794551849365,4.27281641960144
10,18.03979738489457,0.007527732250789896,0.006169744605070035,10734,0.9099719050600774,0.7884035246779267,3.495589678319289e-05,3.0285937487627793e-05,0.91045991335841,0.7888489622112036,13.359575137006518,13.35709012147724,-0.002575397491455078,0.0,4.76837158203125e-07,0.0,15246.154,494978.16,4.841536998748779,4.833239316940308
11,18.401185032641155,0.007523735153916198,0.006139278726878209,10611,0.9081597089550616,0.7823709051506066,3.488628261197993e-05,3.0054198876406216e-05,0.9086422705952074,0.782810952747475,13.850956232047437,13.84827912147499,-0.002921581268310547,2.384185791015625e-07,2.384185791015625e-07,0.0,14028.623,438242.53,5.419155597686768,5.408544063568115
12,18.522774842420965,0.007518805574376626,0.006126114146995447,10508,0.9062157722250564,0.7810034678300132,3.4811607722228656e-05,3.000166978449651e-05,0.9066938219556938,0.7814419687331814,13.81705199056578,13.814128892193217,-0.0029268264770507812,2.384185791015625e-07,2.384185791015625e-07,0.0,12079.056,333292.8,5.156972885131836,5.14249849319458
13,18.302143477137115,0.007512923113174061,0.0061378971456739475,10311,0.9041757173196994,0.7836925837533287,3.473324052395895e-05,3.0104970181059034e-05,0.90465025562131,0.7841282097502876,13.325190143739519,13.32250172065096,-0.0029630661010742188,2.384185791015625e-07,2.384185791015625e-07,0.0,9858.248,218379.27,5.1657068729400635,5.156006097793579
14,18.59156689029601,0.007506734745742511,0.0061111151342107,10115,0.9020528084280115,0.7800088559496179,3.465169055116823e-05,2.996346250574746e-05,0.902524848487014,0.7804414671035464,13.529579569856558,13.52687203993632,-0.0029516220092773438,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,7595.5986,116173.01,5.406240463256836,5.396281480789185
15,18.633924858399844,0.007500668517457354,0.006102999582036697,9925,0.8998932435309743,0.7796162484392485,3.456873246508045e-05,2.994838077901231e-05,0.9003637930037924,0.7800486661811642,13.365695981868528,13.362945928915364,-0.002903461456298828,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,5730.671,48494.074,4.742377758026123,4.733094692230225
16,18.5858333831555,0.007495532231862954,0.006102425100068189,9810,0.8977749983010364,0.7796171634693368,3.448736164340183e-05,2.994841592921546e-05,0.8982450899263665,0.7800512333227518,13.161185715274238,13.158308119814338,-0.0030303001403808594,2.384185791015625e-07,2.384185791015625e-07,0.0,4350.6406,16132.474,5.041848182678223,5.024806022644043
17,18.336544387729617,0.007491910731873004,0.006118153195034032,9704,0.895778316015385,0.7818260988302578,3.441066057219519e-05,3.0033270545108243e-05,0.8962490683712793,0.7822622799354625,12.721028757651931,12.718204398578713,-0.002910614013671875,2.384185791015625e-07,2.384185791015625e-07,0.0,3593.4397,4980.2417,5.084272623062134,5.075535774230957
18,17.859907764716056,0.007489438795669331,0.006151831934667927,9452,0.8940174997626416,0.7833424084672006,3.434302011995396e-05,3.0091518456791666e-05,0.8944900945225704,0.7837770539466232,12.379521801846689,12.37722376736209,-0.0030069351196289062,2.384185791015625e-07,0.0,2.384185791015625e-07,3185.1575,1790.4835,5.299004077911377,5.283142328262329
19,17.77694591142457,0.00748863675152261,0.0061573858467013735,9691,0.8925712618833146,0.7835006356249726,3.4287463962942324e-05,3.0097596635870185e-05,0.8930468538677152,0.7839399087056478,12.219822765546384,12.217381953649339,-0.0015871524810791016,2.384185791015625e-07,0.0,2.384185791015625e-07,3146.4949,1470.6208,5.5837671756744385,5.569193601608276
20,17.810134044524574,0.007489059539615492,0.006155247996935718,9935,0.8914731122423517,0.7821828538182836,3.424527935780392e-05,3.0046975023750906e-05,0.8919527495605202,0.7826262631067651,12.25951258913089,12.256981830889814,-0.0029299259185791016,2.384185791015625e-07,2.384185791015625e-07,0.0,3302.3645,1634.5668,5.063678979873657,5.047684907913208
21,17.67910786060075,0.007490613363966601,0.006166339747930371,10126,0.890762191004904,0.7827012809867496,3.4217969844994774e-05,3.006689001946641e-05,0.8912467667248675,0.7831486469166232,12.131286117594033,12.128865297933215,-0.003000974655151367,2.384185791015625e-07,2.384185791015625e-07,0.0,3492.7097,1828.8273,5.310966730117798,5.299039602279663
22,17.51965861318381,0.007493619959211759,0.006180763324588455,10344,0.8904355513894142,0.7846891592726273,3.420542222608383e-05,3.0143252891542227e-05,0.8909256648666534,0.7851421315847776,11.875805267633675,11.87344101235523,-0.0029239654541015625,2.384185791015625e-07,2.384185791015625e-07,0.0,3648.031,2007.821,5.124179363250732,5.107582330703735
23,17.462316485685623,0.0074975294741265385,0.0061882871487470015,10569,0.890451327260587,0.7865111004611698,3.42060282444909e-05,3.0213241412921395e-05,0.8909472154101207,0.7869686974040276,11.672757804649729,11.670558727570596,-0.002936840057373047,4.76837158203125e-07,2.384185791015625e-07,2.384185791015625e-07,3780.7114,2144.4207,5.023564100265503,5.00687837600708
24,17.483345051585903,0.007501663922092228,0.006190122133982511,10790,0.8907593321188628,0.788361537900783,3.421786002300487e-05,3.0284324596680355e-05,0.891260995580509,0.7888249027467499,11.495562328210994,11.493388955839917,-0.0030012130737304688,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,3855.8655,2221.8523,5.106359243392944,5.093032360076904
