,L2_Loss,L1_Loss,ref_MAE_mean,da_MAE_mean,percent_improvement,mse_ref,mse_DA,mse_percent_points,mse_ref_points,mse_da_points,mse_percent_overlap,mse_ref_overlap,mse_da_overlap,real_time,time
0,129.57420710513856,479.37954354509014,0.18900892920809353,0.011933150544035258,93.9333096162973,0.25048471623174734,0.02305873928135834,91.23371657850745,2.7965246871915533e-05,2.5743819673281607e-06,88.03901098833246,0.24141345867251662,0.030855046735862566,0.07224797311230241,0.23217999823739596
