,L2_Loss,L1_Loss,ref_MAE_mean,da_MAE_mean,percent_improvement,mse_ref,mse_DA,mse_percent_points,mse_ref_points,mse_da_points,mse_percent_overlap,mse_ref_overlap,mse_da_overlap,real_time,time
0,4089.988935524058,4554.778833692319,0.10472379741540395,0.08469228291283613,18.94904609706603,0.25048535657770943,0.22046831474630355,11.224625772303872,1.545633447968094e-05,1.3604116669523857e-05,15.93652116893818,0.24419027025225304,0.20453882320029187,4.2359401154740945,4.588299766879215
