,L2_Loss,L1_Loss,ref_MAE_mean,da_MAE_mean,percent_improvement,mse_ref,mse_DA,mse_percent_points,mse_ref_points,mse_da_points,mse_percent_overlap,mse_ref_overlap,mse_da_overlap,real_time,time
0,2191.965036267432,2499.6382497627046,0.18900892920809353,0.11439358424935238,39.00128769424471,0.25048471623174734,0.18289878180289296,25.16663950112339,2.7965246871915533e-05,2.0419647404587797e-05,6.747896186080344,0.24141345867251662,0.21307643844013263,3.223953650376507,3.3643217532434195
