,epoch,reconstruction_err,DA_MAE,DA_ratio_improve_MAE,time_DA(s),time_epoch(s)
0,0,8293.583740234375,NO_CALC,NO_CALC,NO_CALC,2.8236029148101807
1,1,6314.66015625,NO_CALC,NO_CALC,NO_CALC,2.531059503555298
2,2,4931.114501953125,NO_CALC,NO_CALC,NO_CALC,2.491887331008911
3,3,3927.46240234375,NO_CALC,NO_CALC,NO_CALC,2.8933258056640625
4,4,3196.5193481445312,NO_CALC,NO_CALC,NO_CALC,3.86186146736145
5,5,2774.2968139648438,NO_CALC,NO_CALC,NO_CALC,2.6080386638641357
6,6,2554.9928588867188,NO_CALC,NO_CALC,NO_CALC,2.750182628631592
7,7,2385.03173828125,NO_CALC,NO_CALC,NO_CALC,2.6432111263275146
8,8,2232.1510009765625,NO_CALC,NO_CALC,NO_CALC,3.2383551597595215
9,9,2116.6797485351562,NO_CALC,NO_CALC,NO_CALC,10.354695320129395
10,10,2029.4452819824219,NO_CALC,NO_CALC,NO_CALC,11.46382737159729
11,11,1959.6085205078125,NO_CALC,NO_CALC,NO_CALC,13.577539682388306
12,12,1903.1555786132812,NO_CALC,NO_CALC,NO_CALC,16.16039752960205
13,13,1851.7880859375,NO_CALC,NO_CALC,NO_CALC,14.466280460357666
14,14,1804.1776123046875,NO_CALC,NO_CALC,NO_CALC,19.618818759918213
15,15,1759.5812683105469,NO_CALC,NO_CALC,NO_CALC,17.354267835617065
16,16,1721.757568359375,NO_CALC,NO_CALC,NO_CALC,16.93746829032898
17,17,1688.2077026367188,NO_CALC,NO_CALC,NO_CALC,15.176434755325317
18,18,1653.5765686035156,NO_CALC,NO_CALC,NO_CALC,17.926602602005005
19,19,1623.1419067382812,NO_CALC,NO_CALC,NO_CALC,13.106243371963501
20,20,1598.3415832519531,NO_CALC,NO_CALC,NO_CALC,15.292578935623169
21,21,1567.7500610351562,NO_CALC,NO_CALC,NO_CALC,14.937804222106934
22,22,1543.0353393554688,NO_CALC,NO_CALC,NO_CALC,16.222562313079834
23,23,1524.2881774902344,NO_CALC,NO_CALC,NO_CALC,17.47086477279663
24,24,1492.1325073242188,NO_CALC,NO_CALC,NO_CALC,17.186770915985107
25,25,1466.2175598144531,NO_CALC,NO_CALC,NO_CALC,16.403876543045044
26,26,1441.3440856933594,NO_CALC,NO_CALC,NO_CALC,14.946480512619019
27,27,1419.4176940917969,NO_CALC,NO_CALC,NO_CALC,14.118122577667236
28,28,1399.1020812988281,NO_CALC,NO_CALC,NO_CALC,15.998797416687012
29,29,1384.2274475097656,NO_CALC,NO_CALC,NO_CALC,16.01298689842224
30,30,1374.8954467773438,NO_CALC,NO_CALC,NO_CALC,11.868919610977173
31,31,1357.5498046875,NO_CALC,NO_CALC,NO_CALC,10.670929670333862
32,32,1343.5928344726562,NO_CALC,NO_CALC,NO_CALC,14.469107627868652
33,33,1321.1328125,NO_CALC,NO_CALC,NO_CALC,15.48409652709961
34,34,1301.1163330078125,NO_CALC,NO_CALC,NO_CALC,13.09776258468628
35,35,1286.5501708984375,NO_CALC,NO_CALC,NO_CALC,11.730219602584839
36,36,1269.7122802734375,NO_CALC,NO_CALC,NO_CALC,14.916272640228271
37,37,1252.2462768554688,NO_CALC,NO_CALC,NO_CALC,13.127798557281494
38,38,1234.3146057128906,NO_CALC,NO_CALC,NO_CALC,9.77625060081482
39,39,1213.4599609375,NO_CALC,NO_CALC,NO_CALC,2.4600203037261963
40,40,1196.4857788085938,NO_CALC,NO_CALC,NO_CALC,2.6086623668670654
