,L2_Loss,L1_Loss,ref_MAE_mean,da_MAE_mean,percent_improvement,mse_ref,mse_DA,mse_percent_points,mse_ref_points,mse_da_points,mse_percent_overlap,mse_ref_overlap,mse_da_overlap,time,real_time
0,38970.264417987004,7309.045058776285,0.001983267421961182,0.0005602948544825033,72.53530727298315,0.24850042489983146,0.08080862233108219,68.75928694226917,9.545959776422533e-06,3.1042033778073996e-06,68.96641487234793,0.2483014779608689,0.08021677676849574,1.0971616785102916,0.20817026245259793
