,L2_Loss,L1_Loss,ref_MAE_mean,da_MAE_mean,percent_improvement,mse_ref,mse_DA,mse_percent_points,mse_ref_points,mse_da_points,mse_percent_overlap,mse_ref_overlap,mse_da_overlap,real_time,time
0,39113.885331483645,7351.326247170707,0.007712359363601304,0.0062499130110273814,18.959369890613846,0.9462777234883618,0.7848350046545234,17.057988588763987,3.635055790904895e-05,3.0148855433870762e-05,17.057277204886,0.9468896595584912,0.7853490638275131,0.23636023797721506,1.2231129129356313
