,L2_Loss,L1_Loss,ref_MAE_mean,da_MAE_mean,percent_improvement,mse_ref,mse_DA,mse_percent_points,mse_ref_points,mse_da_points,mse_percent_overlap,mse_ref_overlap,mse_da_overlap,real_time,time
0,20807.42100852895,7948.497365791107,0.007712359363601304,0.0007118999014285045,90.78236529681315,0.9462777234883618,0.0980680553558273,89.65461575712511,3.635055790904895e-05,3.767211714652247e-06,89.70115741437874,0.9468896595584912,0.09768491565470223,0.2518175294466108,1.326188223384251
