,L2_Loss,L1_Loss,ref_MAE_mean,da_MAE_mean,percent_improvement,mse_ref,mse_DA,mse_percent_points,mse_ref_points,mse_da_points,mse_percent_overlap,mse_ref_overlap,mse_da_overlap,time,real_time
0,3521.4509455600632,3352.869873617297,0.0350262096576103,0.028588448493468702,24.059492940945486,0.09487092593871352,0.08325819158834871,17.183300538787737,5.8540618251705225e-06,5.137491767761863e-06,22.458923081552445,0.08805913711528941,0.07624592099645541,0.536558926662552,0.1821628864680495
