,L2_Loss,L1_Loss,ref_MAE_mean,da_MAE_mean,percent_improvement,mse_ref,mse_DA,mse_percent_points,mse_ref_points,mse_da_points,mse_percent_overlap,mse_ref_overlap,mse_da_overlap,time,real_time
0,1921.916041864413,1909.59459108727,0.18900892920809353,0.17301456704816706,8.67070037734961,0.25048471623174734,0.23536462110584302,6.382952357822304,2.7965246871915533e-05,2.6277171051227313e-05,3.7737566199847734,0.24141345867251662,0.23233343761676223,0.81733777367066,0.6040131444128874
