,L2_Loss,L1_Loss,ref_MAE_mean,da_MAE_mean,percent_improvement,mse_ref,mse_DA,mse_percent_points,mse_ref_points,mse_da_points,mse_percent_overlap,mse_ref_overlap,mse_da_overlap,real_time,time
0,3459.9181862946984,3183.277254193743,0.10472379741540395,0.09653710901321806,8.044217720518583,0.25048535657770943,0.23562862262916764,6.34541845359565,1.545633447968094e-05,1.4539591671551745e-05,7.1082119811860975,0.24419027025225304,0.22817243524920444,0.32054739577747954,0.7003730011877612
