,L2_Loss,L1_Loss,ref_MAE_mean,da_MAE_mean,percent_improvement,mse_ref,mse_DA,mse_percent_points,mse_ref_points,mse_da_points,mse_percent_overlap,mse_ref_overlap,mse_da_overlap,time,real_time
0,3521.4509455600632,3352.869873617297,0.10472379741540395,0.0956852932527352,8.888562231424212,0.25048535657770943,0.23455470612355594,6.797629578533096,1.545633447968094e-05,1.4473325072414899e-05,8.149434251915736,0.24419027025225304,0.22587448432950044,1.022516515767463,0.47113454230477875
