,L2_Loss,L1_Loss,ref_MAE_mean,da_MAE_mean,percent_improvement,mse_ref,mse_DA,mse_percent_points,mse_ref_points,mse_da_points,mse_percent_overlap,mse_ref_overlap,mse_da_overlap,time,real_time
0,2189.5459496328763,2359.0545660001094,0.18900892920809353,0.1726845557213705,8.876564946182869,0.25048471623174734,0.23404826596505052,6.987143397977679,2.7965246871915533e-05,2.6130207208334328e-05,6.215988402605625,0.24141345867251662,0.22708610460447567,0.6918712620423219,0.4956955909729004
