,L2_Loss,L1_Loss,percent_improvement,da_MAE_mean,mse_ref,mse_DA,time,mse_ref_points,mse_da_points,mse_ref_overlap,mse_da_overlap,mse_percent_points,mse_percent_overlap
0,3302.8507296125467,2989.2837096597545,23.831301697262425,0.028567458173927415,0.09487092593871352,0.08327788895776195,1.296277933031599,5.8540618251705225e-06,5.138707204600884e-06,0.24830167772405173,0.0748118131524326,16.788041703443007,71.31321353481006
